image_id,brand_id
69f94733b293362dbe209995,67b8884b7857415e0a4eabeb
69f94722b293362dbe209994,67b881e99b10d35e1c1b0333
69f94720b293362dbe209993,67b881e99b10d35e1c1b0333
69f9471cb293362dbe209992,67b881e99b10d35e1c1b0333
69f94710b293362dbe209991,67b880fe9b10d35e1c1aff9b
69f9470eb293362dbe209990,67b881e99b10d35e1c1b0333
69f9470db293362dbe20998f,67b881e99b10d35e1c1b0333
69f9470bb293362dbe20998e,67b881e99b10d35e1c1b0333
69f94709b293362dbe20998d,67b8947c7857415e0a4ebd8e
69f94703b293362dbe20998c,67b881e99b10d35e1c1b0333
69f94701b293362dbe20998b,67b880fe9b10d35e1c1aff9b
69f946fab293362dbe20998a,67b8947c7857415e0a4ebd8e
69f946f8b293362dbe209989,67b88dea8bf10d5e04a48a82
69f946f6b293362dbe209988,67b8a9799b10d35e1c1b4bae
69f946f4b293362dbe209987,67b88dea8bf10d5e04a48a82
69f946f3b293362dbe209986,67b880fe9b10d35e1c1aff9b
69f946f1b293362dbe209985,67b881e99b10d35e1c1b0333
69f946efb293362dbe209984,67b8a9d88bf10d5e04a4ba9d
69f946eeb293362dbe209983,67b8a9d88bf10d5e04a4ba9d
69f946ebb293362dbe209982,67b8a9d88bf10d5e04a4ba9d
69f946e9b293362dbe209981,67b8a9d88bf10d5e04a4ba9d
69f946e2b293362dbe209980,67b8a9d88bf10d5e04a4ba9d
69f946e0b293362dbe20997f,67b8a9d88bf10d5e04a4ba9d
69f946deb293362dbe20997e,67b8947c7857415e0a4ebd8e
69f946ddb293362dbe20997d,67b88e9c4b31535e279ec012
69f946dab293362dbe20997c,67b8b4467857415e0a4efaef
69f946d6b293362dbe20997a,67b8d7f48bf10d5e04a5088f
69f946d0b293362dbe209979,67e2928970c52d474f668a85
69f946ceb293362dbe209978,67b8d7f48bf10d5e04a5088f
69f946ccb293362dbe209977,67b8d7f48bf10d5e04a5088f
69f946c6b293362dbe209976,6915b4b24512d242a1a695f4
